Sales,COGS,Country,Date,Discount Band, Discounts,Gross Sales,Manufacturing Price,Month Name,Month Number,Product,Profit,Sale Price,Segment,Units Sold,Year
557459,426920,Mexico,01/08/2014,Low,17241,574700,250,August,8,VTT,130539,350,Government,1642,2014
12802.2,3369,Mexico,01/08/2014,Medium,673.8,13476,260,August,8,Amarilla,9433.2,12,Channel Partners,1123,2014
177100,184800,Mexico,01/08/2014,Medium,15400,192500,3,August,8,Carretera,-7700,125,Enterprise,1540,2014
11327.4,6090,Mexico,01/08/2014,Medium,852.6,12180,120,August,8,Velo,5237.4,20,Government,609,2014
287400,239500,Mexico,01/08/2014,None,0,287400,5,August,8,Montana,47900,300,Small Business,958,2014
6181,4415,Mexico,01/08/2014,None,0,6181,10,August,8,Paseo,1766,7,Government,883,2014
14907.2,12100,Mexico,01/09/2014,High,2032.8,16940,5,September,9,Montana,2807.2,7,Government,2420,2014
116640,108000,Mexico,01/09/2014,High,12960,129600,250,September,9,VTT,8640,300,Small Business,432,2014
552391,436540,Mexico,01/09/2014,Medium,35259,587650,260,September,9,Amarilla,115851,350,Government,1679,2014
6339.36,1686,Mexico,01/09/2014,Medium,404.64,6744,3,September,9,Carretera,4653.36,12,Channel Partners,562,2014
55071.2,29930,Mexico,01/09/2014,Medium,4788.8,59860,10,September,9,Paseo,25141.2,20,Government,2993,2014
240012.5,253200,Mexico,01/09/2014,Medium,23737.5,263750,120,September,9,Velo,-13187.5,125,Enterprise,2110,2014
37080,24720,Mexico,01/09/2014,None,0,37080,10,September,9,Paseo,12360,15,Midmarket,2472,2014
4280.4,1230,Mexico,01/10/2014,High,639.6,4920,260,October,10,Amarilla,3050.4,12,Channel Partners,410,2014
139230,136500,Mexico,01/10/2014,High,24570,163800,260,October,10,Amarilla,2730,300,Small Business,546,2014
237160,258720,Mexico,01/10/2014,High,32340,269500,3,October,10,Carretera,-21560,125,Enterprise,2156,2014
139230,136500,Mexico,01/10/2014,High,24570,163800,5,October,10,Montana,2730,300,Small Business,546,2014
237160,258720,Mexico,01/10/2014,High,32340,269500,10,October,10,Paseo,-21560,125,Enterprise,2156,2014
15928,9050,Mexico,01/10/2014,High,2172,18100,10,October,10,Paseo,6878,20,Government,905,2014
4280.4,1230,Mexico,01/10/2014,High,639.6,4920,120,October,10,Velo,3050.4,12,Channel Partners,410,2014
15928,9050,Mexico,01/10/2014,High,2172,18100,120,October,10,Velo,6878,20,Government,905,2014
484060.5,363220,Mexico,01/10/2014,Low,4889.5,488950,3,October,10,Carretera,120840.5,350,Government,1397,2014
29246.4,20310,Mexico,01/10/2014,Low,1218.6,30465,5,October,10,Montana,8936.4,15,Midmarket,2031,2014
29246.4,20310,Mexico,01/10/2014,Low,1218.6,30465,10,October,10,Paseo,8936.4,15,Midmarket,2031,2014
484060.5,363220,Mexico,01/10/2014,Low,4889.5,488950,250,October,10,VTT,120840.5,350,Government,1397,2014
17881.85,13445,Mexico,01/10/2014,Medium,941.15,18823,10,October,10,Paseo,4436.85,7,Government,2689,2014
17881.85,13445,Mexico,01/10/2014,Medium,941.15,18823,250,October,10,VTT,4436.85,7,Government,2689,2014
368676,311220,Mexico,01/11/2014,High,50274,418950,10,November,11,Paseo,57456,350,Government,1197,2014
567600,537500,Mexico,01/11/2014,High,77400,645000,10,November,11,Paseo,30100,300,Small Business,2150,2014
8114.4,2070,Mexico,01/11/2014,Low,165.6,8280,5,November,11,Montana,6044.4,12,Channel Partners,690,2014
30830.8,16940,Mexico,01/11/2014,Medium,3049.2,33880,260,November,11,Amarilla,13890.8,20,Government,1694,2014
39771.75,27910,Mexico,01/11/2014,Medium,2093.25,41865,3,November,11,Carretera,11861.75,15,Midmarket,2791,2014
8771.14,6665,Mexico,01/11/2014,Medium,559.86,9331,120,November,11,Velo,2106.14,7,Government,1333,2014
99758.75,105240,Mexico,01/11/2014,Medium,9866.25,109625,250,November,11,VTT,-5481.25,125,Enterprise,877,2014
28795.95,21570,Mexico,01/12/2014,High,3559.05,32355,260,December,12,Amarilla,7225.95,15,Midmarket,2157,2014
28795.95,21570,Mexico,01/12/2014,High,3559.05,32355,5,December,12,Montana,7225.95,15,Midmarket,2157,2014
21700.8,12330,Mexico,01/12/2014,High,2959.2,24660,10,December,12,Paseo,9370.8,20,Government,1233,2014
21700.8,12330,Mexico,01/12/2014,High,2959.2,24660,250,December,12,VTT,9370.8,20,Government,1233,2014
136560,136560,Mexico,01/12/2014,Low,5690,142250,5,December,12,Montana,0,125,Enterprise,1138,2014
12747.84,3252,Mexico,01/12/2014,Low,260.16,13008,10,December,12,Paseo,9495.84,12,Channel Partners,1084,2014
136560,136560,Mexico,01/12/2014,Low,5690,142250,10,December,12,Paseo,0,125,Enterprise,1138,2014
12747.84,3252,Mexico,01/12/2014,Low,260.16,13008,120,December,12,Velo,9495.84,12,Channel Partners,1084,2014
175260,158750,Mexico,01/12/2014,Medium,15240,190500,260,December,12,Amarilla,16510,300,Small Business,635,2014
441882.77,356725,Mexico,01/12/2014,Medium,38464.23,480347,6,December,24,Carretera,85157.77,357,Government,1883,4028
438564,354120,Mexico,01/12/2014,Medium,38136,476700,10,December,12,Paseo,84444,350,Government,1362,2014
175260,158750,Mexico,01/12/2014,Medium,15240,190500,120,December,12,Velo,16510,300,Small Business,635,2014
3318.77,2605,Mexico,01/12/2014,Medium,328.23,3647,250,December,12,VTT,713.77,7,Government,521,2014
2367.4,1900,United States of America,01/09/2013,High,292.6,2660,10,September,9,Paseo,467.4,7,Government,380,2013
23629.32,5967,United States of America,01/09/2013,Low,238.68,23868,260,September,9,Amarilla,17662.32,12,Channel Partners,1989,2013
40837.5,39600,United States of America,01/09/2013,Low,412.5,41250,3,September,9,Carretera,1237.5,125,Enterprise,330,2013
741906,624500,United States of America,01/09/2013,Low,7494,749400,5,September,9,Montana,117406,300,Small Business,2498,2013
14131.2,7360,United States of America,01/09/2013,Low,588.8,14720,120,September,9,Velo,6771.2,20,Government,736,2013
117264,90740,United States of America,01/09/2013,Low,4886,122150,250,September,9,VTT,26524,350,Government,349,2013
40887.45,29310,United States of America,01/09/2013,Medium,3077.55,43965,10,September,9,Paseo,11577.45,15,Midmarket,2931,2013
4168.8,1158,United States of America,01/10/2013,High,463.2,4632,3,October,10,Carretera,3010.8,12,Channel Partners,386,2013
18035.92,14980,United States of America,01/10/2013,High,2936.08,20972,3,October,10,Carretera,3055.92,7,Government,2996,2013
18035.92,14980,United States of America,01/10/2013,High,2936.08,20972,5,October,10,Montana,3055.92,7,Government,2996,2013
4168.8,1158,United States of America,01/10/2013,High,463.2,4632,10,October,10,Paseo,3010.8,12,Channel Partners,386,2013
4539,2670,United States of America,01/10/2013,High,801,5340,10,October,10,Paseo,1869,20,Government,267,2013
619380,573500,United States of America,01/10/2013,High,68820,688200,120,October,10,Velo,45880,300,Small Business,2294,2013
4539,2670,United States of America,01/10/2013,High,801,5340,250,October,10,VTT,1869,20,Government,267,2013
619380,573500,United States of America,01/10/2013,High,68820,688200,250,October,10,VTT,45880,300,Small Business,2294,2013
9662.4,6710,United States of America,01/10/2013,Low,402.6,10065,260,October,10,Amarilla,2952.4,15,Midmarket,671,2013
82046.25,79560,United States of America,01/10/2013,Low,828.75,82875,5,October,10,Montana,2486.25,125,Enterprise,663,2013
9662.4,6710,United States of America,01/10/2013,Low,402.6,10065,10,October,10,Paseo,2952.4,15,Midmarket,671,2013
82046.25,79560,United States of America,01/10/2013,Low,828.75,82875,120,October,10,Velo,2486.25,125,Enterprise,663,2013
239183,189020,United States of America,01/10/2013,Medium,15267,254450,260,October,10,Amarilla,50163,350,Government,727,2013
239183,189020,United States of America,01/10/2013,Medium,15267,254450,10,October,10,Paseo,50163,350,Government,727,2013
33633.6,25480,United States of America,01/11/2013,High,4586.4,38220,260,November,11,Amarilla,8153.6,15,Midmarket,2548,2013
202950,216480,United States of America,01/11/2013,High,22550,225500,5,November,11,Montana,-13530,125,Enterprise,1804,2013
597082.5,521820,United States of America,01/11/2013,High,105367.5,702450,10,November,11,Paseo,75262.5,350,Government,2007,2013
656370,643500,United States of America,01/11/2013,High,115830,772200,120,November,11,Velo,12870,300,Small Business,2574,2013
1730.54,1315,United States of America,01/11/2013,Medium,110.46,1841,3,November,11,Carretera,415.54,7,Government,263,2013
24035,12650,United States of America,01/11/2013,Medium,1265,25300,250,November,11,VTT,11385,20,Government,1265,2013
10944,2736,United States of America,01/11/2013,None,0,10944,10,November,11,Paseo,8208,12,Channel Partners,912,2013
20794.8,6045,United States of America,01/12/2013,High,3385.2,24180,260,December,12,Amarilla,14749.8,12,Channel Partners,2015,2013
259037.5,292560,United States of America,01/12/2013,High,45712.5,304750,120,December,12,Velo,-33522.5,125,Enterprise,2438,2013
13809.18,10065,United States of America,01/12/2013,Low,281.82,14091,10,December,12,Paseo,3744.18,7,Government,2013,2013
28297.5,19250,United States of America,01/12/2013,Low,577.5,28875,10,December,12,Paseo,9047.5,15,Midmarket,1925,2013
91238,69160,United States of America,01/12/2013,Low,1862,93100,250,December,12,VTT,22078,350,Government,266,2013
26430.6,14210,United States of America,01/12/2013,Medium,1989.4,28420,120,December,12,Velo,12220.6,20,Government,1421,2013
223008,202000,United States of America,01/12/2013,Medium,19392,242400,250,December,12,VTT,21008,300,Small Business,808,2013
65137.5,69480,United States of America,01/01/2014,High,7237.5,72375,260,January,1,Amarilla,-4342.5,125,Enterprise,579,2014
299171.25,255450,United States of America,01/01/2014,High,44703.75,343875,5,January,1,Montana,43721.25,350,Government,982.5,2014
8760.465,7192.5,United States of America,01/01/2014,High,1309.035,10069.5,10,January,1,Paseo,1567.965,7,Government,1438.5,2014
922680,873750,United States of America,01/01/2014,High,125820,1048500,10,January,1,Paseo,48930,300,Small Business,3495,2014
21009,11175,United States of America,01/01/2014,Medium,1341,22350,3,January,1,Carretera,9834,20,Government,1117.5,2014
7908.75,5550,United States of America,01/01/2014,Medium,416.25,8325,120,January,1,Velo,2358.75,15,Midmarket,555,2014
21359.52,5868,United States of America,01/01/2014,Medium,2112.48,23472,250,January,1,VTT,15491.52,12,Channel Partners,1956,2014
83160,70200,United States of America,01/02/2014,High,11340,94500,260,February,2,Amarilla,12960,350,Government,270,2014
7904.82,6490,United States of America,01/02/2014,High,1181.18,9086,5,February,2,Montana,1414.82,7,Government,1298,2014
45953.4,26410,United States of America,01/02/2014,High,6866.6,52820,10,February,2,Paseo,19543.4,20,Government,2641,2014
22073.04,5574,United States of America,01/02/2014,Low,222.96,22296,3,February,2,Carretera,16499.04,12,Channel Partners,1858,2014
22482.9,15140,United States of America,01/02/2014,Low,227.1,22710,10,February,2,Paseo,7342.9,15,Midmarket,1514,2014
827604,711000,United States of America,01/02/2014,Low,25596,853200,250,February,2,VTT,116604,300,Small Business,2844,2014
323712.5,330600,United States of America,01/02/2014,Medium,20662.5,344375,120,February,2,Velo,-6887.5,125,Enterprise,2755,2014
808110,748250,United States of America,01/03/2014,High,89790,897900,260,March,3,Amarilla,59860,300,Small Business,2993,2014
8936.4,6770,United States of America,01/03/2014,High,1218.6,10155,5,March,3,Montana,2166.4,15,Midmarket,677,2014
9837.17,7895,United States of America,01/03/2014,High,1215.83,11053,250,March,3,VTT,1942.17,7,Government,1579,2014
16876.8,4395,United States of America,01/03/2014,Low,703.2,17580,120,March,3,Velo,12481.8,12,Channel Partners,1465,2014
573205.5,457860,United States of America,01/03/2014,Medium,43144.5,616350,3,March,3,Carretera,115345.5,350,Government,1761,2014
355300,359040,United States of America,01/03/2014,Medium,18700,374000,10,March,3,Paseo,-3740,125,Enterprise,2992,2014
17708.6,9730,United States of America,01/03/2014,Medium,1751.4,19460,10,March,3,Paseo,7978.6,20,Government,973,2014
387618.75,413460,United States of America,01/04/2014,High,43068.75,430687.5,3,April,4,Carretera,-25841.25,125,Enterprise,3445.5,2014
10423.2,6060,United States of America,01/04/2014,High,1696.8,12120,120,April,4,Velo,4363.2,20,Government,606,2014
683397,575250,United States of America,01/04/2014,Low,6903,690300,5,April,4,Montana,108147,300,Small Business,2301,2014
31133.025,22462.5,United States of America,01/04/2014,Low,314.475,31447.5,10,April,4,Paseo,8670.525,7,Government,4492.5,2014
50163.75,36750,United States of America,01/04/2014,Medium,4961.25,55125,10,April,4,Paseo,13413.75,15,Midmarket,3675,2014
430452.75,351390,United States of America,01/04/2014,Medium,42572.25,473025,250,April,4,VTT,79062.75,350,Government,1351.5,2014
23436,5859,United States of America,01/04/2014,None,0,23436,260,April,4,Amarilla,17577,12,Channel Partners,1953,2014
305730,341280,United States of America,01/05/2014,High,49770,355500,260,May,5,Amarilla,-35550,125,Enterprise,2844,2014
29979.6,17430,United States of America,01/05/2014,High,4880.4,34860,3,May,5,Carretera,12549.6,20,Government,1743,2014
728595,601380,United States of America,01/05/2014,High,80955,809550,5,May,5,Montana,127215,350,Government,2313,2014
10665,7900,United States of America,01/05/2014,High,1185,11850,120,May,5,Velo,2765,15,Midmarket,790,2014
18421.2,5418,United States of America,01/05/2014,High,3250.8,21672,250,May,5,VTT,13003.2,12,Channel Partners,1806,2014
840384,729500,United States of America,01/05/2014,Low,35016,875400,10,May,5,Paseo,110884,300,Small Business,2918,2014
15474.55,11635,United States of America,01/05/2014,Medium,814.45,16289,10,May,5,Paseo,3839.55,7,Government,2327,2014
33499.35,25670,United States of America,01/06/2014,High,5005.65,38505,3,June,6,Carretera,7829.35,15,Midmarket,2567,2014
33499.35,25670,United States of America,01/06/2014,High,5005.65,38505,250,June,6,VTT,7829.35,15,Midmarket,2567,2014
13429.92,3426,United States of America,01/06/2014,Low,274.08,13704,5,June,6,Montana,10003.92,12,Channel Partners,1142,2014
13429.92,3426,United States of America,01/06/2014,Low,274.08,13704,10,June,6,Paseo,10003.92,12,Channel Partners,1142,2014
89966.25,87240,United States of America,01/06/2014,Low,908.75,90875,10,June,6,Paseo,2726.25,125,Enterprise,727,2014
89966.25,87240,United States of America,01/06/2014,Low,908.75,90875,250,June,6,VTT,2726.25,125,Enterprise,727,2014
42309.88,27355,United States of America,01/06/2014,Medium,3679.12,45989,520,June,12,Amarilla,14954.88,27,Government,4189,4028
282435,247750,United States of America,01/06/2014,Medium,14865,297300,3,June,6,Carretera,34685,300,Small Business,991,2014
23588.8,12820,United States of America,01/06/2014,Medium,2051.2,25640,5,June,6,Montana,10768.8,20,Government,1282,2014
200165,156520,United States of America,01/06/2014,Medium,10535,210700,10,June,6,Paseo,43645,350,Government,602,2014
282435,247750,United States of America,01/06/2014,Medium,14865,297300,10,June,6,Paseo,34685,300,Small Business,991,2014
218886.08,171055,United States of America,01/06/2014,Medium,12162.92,231049,240,June,12,Velo,47831.08,357,Government,3509,4028
42713.325,31995,United States of America,01/07/2014,High,5279.175,47992.5,260,July,7,Amarilla,10718.325,15,Midmarket,3199.5,2014
634680,615000,United States of America,01/07/2014,High,103320,738000,120,July,7,Velo,19680,300,Small Business,2460,2014
17525.97,12645,United States of America,01/07/2014,Low,177.03,17703,3,July,7,Carretera,4880.97,7,Government,2529,2014
15940.98,4108.5,United States of America,01/07/2014,Low,493.02,16434,10,July,7,Paseo,11832.48,12,Channel Partners,1369.5,2014
1159200,897000,United States of America,01/07/2014,Low,48300,1207500,10,July,7,Paseo,262200,350,Government,3450,2014
430706.25,435240,United States of America,01/07/2014,Medium,22668.75,453375,5,July,7,Montana,-4533.75,125,Enterprise,3627,2014
8031.6,4365,United States of America,01/07/2014,Medium,698.4,8730,250,July,7,VTT,3666.6,20,Government,436.5,2014
884205,729820,United States of America,01/08/2014,High,98245,982450,250,August,8,VTT,154385,350,Government,2807,2014
655578,635250,United States of America,01/08/2014,High,106722,762300,250,August,8,VTT,20328,300,Small Business,2541,2014
4366.32,3390,United States of America,01/08/2014,Medium,379.68,4746,10,August,8,Paseo,976.32,7,Government,678,2014
30991.8,21980,United States of America,01/08/2014,Medium,1978.2,32970,10,August,8,Paseo,9011.8,15,Midmarket,2198,2014
53808,28320,United States of America,01/08/2014,Medium,2832,56640,120,August,8,Velo,25488,20,Government,2832,2014
25692,6423,United States of America,01/08/2014,None,0,25692,260,August,8,Amarilla,19269,12,Channel Partners,2141,2014
352625,338520,United States of America,01/08/2014,None,0,352625,120,August,8,Velo,14105,125,Enterprise,2821,2014
14666.4,11640,United States of America,01/09/2014,High,1629.6,16296,5,September,9,Montana,3026.4,7,Government,2328,2014
22794.3,17670,United States of America,01/09/2014,High,3710.7,26505,10,September,9,Paseo,5124.3,15,Midmarket,1767,2014
179550,191520,United States of America,01/09/2014,High,19950,199500,120,September,9,Velo,-11970,125,Enterprise,1596,2014
22663.08,5841,United States of America,01/09/2014,Low,700.92,23364,3,September,9,Carretera,16822.08,12,Channel Partners,1947,2014
20275.2,10560,United States of America,01/09/2014,Low,844.8,21120,10,September,9,Paseo,9715.2,20,Government,1056,2014
659613.5,538460,United States of America,01/09/2014,Medium,65236.5,724850,260,September,9,Amarilla,121153.5,350,Government,2071,2014
509691,466750,United States of America,01/09/2014,Medium,50409,560100,250,September,9,VTT,42941,300,Small Business,1867,2014
30072.48,8742,United States of America,01/10/2014,High,4895.52,34968,260,October,10,Amarilla,21330.48,12,Channel Partners,2914,2014
260580,252500,United States of America,01/10/2014,High,42420,303000,3,October,10,Carretera,8080,300,Small Business,1010,2014
30072.48,8742,United States of America,01/10/2014,High,4895.52,34968,10,October,10,Paseo,21330.48,12,Channel Partners,2914,2014
303688,256360,United States of America,01/10/2014,High,41412,345100,120,October,10,Velo,47328,350,Government,986,2014
303688,256360,United States of America,01/10/2014,High,41412,345100,250,October,10,VTT,47328,350,Government,986,2014
260580,252500,United States of America,01/10/2014,High,42420,303000,250,October,10,VTT,8080,300,Small Business,1010,2014
30693.6,15660,United States of America,01/10/2014,Low,626.4,31320,5,October,10,Montana,15033.6,20,Government,1566,2014
30693.6,15660,United States of America,01/10/2014,Low,626.4,31320,120,October,10,Velo,15033.6,20,Government,1566,2014
102243.75,103320,United States of America,01/10/2014,Medium,5381.25,107625,10,October,10,Paseo,-1076.25,125,Enterprise,861,2014
16257.3,11530,United States of America,01/10/2014,Medium,1037.7,17295,10,October,10,Paseo,4727.3,15,Midmarket,1153,2014
102243.75,103320,United States of America,01/10/2014,Medium,5381.25,107625,120,October,10,Velo,-1076.25,125,Enterprise,861,2014
16257.3,11530,United States of America,01/10/2014,Medium,1037.7,17295,250,October,10,VTT,4727.3,15,Midmarket,1153,2014
8001,5715,United States of America,01/10/2014,None,0,8001,260,October,10,Amarilla,2286,7,Government,1143,2014
8001,5715,United States of America,01/10/2014,None,0,8001,10,October,10,Paseo,2286,7,Government,1143,2014
354277,306020,United States of America,01/11/2014,High,57673,411950,10,November,11,Paseo,48257,350,Government,1177,2014
262570,286440,United States of America,01/11/2014,High,35805,298375,250,November,11,VTT,-23870,125,Enterprise,2387,2014
24225.6,12360,United States of America,01/11/2014,Low,494.4,24720,260,November,11,Amarilla,11865.6,20,Government,1236,2014
862785,726250,United States of America,01/11/2014,Low,8715,871500,10,November,11,Paseo,136535,300,Small Business,2905,2014
28623,20300,United States of America,01/11/2014,Medium,1827,30450,3,November,11,Carretera,8323,15,Midmarket,2030,2014
30715.44,8169,United States of America,01/11/2014,Medium,1960.56,32676,5,November,11,Montana,22546.44,12,Channel Partners,2723,2014
3560.97,2735,United States of America,01/11/2014,Medium,268.03,3829,120,November,11,Velo,825.97,7,Government,547,2014
9322.8,2742,United States of America,01/12/2014,High,1645.2,10968,10,December,12,Paseo,6580.8,12,Channel Partners,914,2014
9322.8,2742,United States of America,01/12/2014,High,1645.2,10968,120,December,12,Velo,6580.8,12,Channel Partners,914,2014
92064,71240,United States of America,01/12/2014,Low,3836,95900,3,December,12,Carretera,20824,350,Government,274,2014
92064,71240,United States of America,01/12/2014,Low,3836,95900,10,December,12,Paseo,20824,350,Government,274,2014
382788,343000,United States of America,01/12/2014,Medium,28812,411600,260,December,12,Amarilla,39788,300,Small Business,1372,2014
3790.5,2850,United States of America,01/12/2014,Medium,199.5,3990,3,December,12,Carretera,940.5,7,Government,570,2014
318158.75,335640,United States of America,01/12/2014,Medium,31466.25,349625,5,December,12,Montana,-17481.25,125,Enterprise,2797,2014
318158.75,335640,United States of America,01/12/2014,Medium,31466.25,349625,10,December,12,Paseo,-17481.25,125,Enterprise,2797,2014
50597,26630,United States of America,01/12/2014,Medium,2663,53260,10,December,12,Paseo,23967,20,Government,2663,2014
382788,343000,United States of America,01/12/2014,Medium,28812,411600,120,December,12,Velo,39788,300,Small Business,1372,2014
54387.5,29480,United States of America,01/12/2014,Medium,2862.5,57250,500,December,24,VTT,24907.5,27,Government,3233,4028
9225,6150,United States of America,01/12/2014,None,0,9225,260,December,12,Amarilla,3075,15,Midmarket,615,2014
9225,6150,United States of America,01/12/2014,None,0,9225,5,December,12,Montana,3075,15,Midmarket,615,2014
